HALOID,PMEM,Strength,MEM_MATCH_ID,Rank
17258594,9.17079734802,0.411891967058,3928,1
17290889,2.88897919655,0.129753962159,3928,2
17264542,2.15369725227,0.0967299342155,3928,3
17254243,1.64155054092,0.0737276673317,3928,4
18218565,1.3718303442,0.0616136081517,3928,5
17313624,0.761333465576,0.0341940969229,3928,6
17291488,0.596782624722,0.026803554967,3928,7
17281794,0.558132112026,0.02506762743,3928,8
18173147,0.501960873604,0.0225447844714,3928,9
18184830,0.494340658188,0.0222025346011,3928,10
18178381,0.454278349876,0.0204031988978,3928,11
18182350,0.42103356123,0.018910061568,3928,12
17264787,0.403811961412,0.018136581406,3928,13
17196996,0.263255447149,0.0118237053975,3928,14
17276153,0.187192872167,0.00840747449547,3928,15
17220312,0.116632394493,0.005238361191,3928,16
18193705,0.115977920592,0.00520896632224,3928,17
17207988,0.0836141109467,0.00375539669767,3928,18
17293517,0.0541855506599,0.00243365904316,3928,19
18188011,0.0146750826389,0.000659108336549,3928,20
17207734,0.0109941521659,0.000493785075378,3928,21
