HALOID,PMEM,Strength,MEM_MATCH_ID,Rank
32517722,7.43514251709,0.320651382208,4109,1
32516821,4.80633020401,0.207280009985,4109,2
32533208,3.13159251213,0.135054498911,4109,3
32516820,2.13727760315,0.0921732187271,4109,4
32516819,2.01802062988,0.0870300903916,4109,5
16598150,0.810639679432,0.0349600203335,4109,6
16519915,0.691413402557,0.0298182126135,4109,7
16596849,0.61079454422,0.0263414066285,4109,8
16588085,0.440246701241,0.0189862828702,4109,9
16586662,0.382553100586,0.0164981614798,4109,10
32530145,0.264198601246,0.0113939503208,4109,11
32543253,0.251626640558,0.0108517669141,4109,12
32568372,0.112930573523,0.00487029599026,4109,13
16543943,0.0556955039501,0.00240195007063,4109,14
17441470,0.0391593687236,0.00168880494311,4109,15
