HALOID,PMEM,Strength,MEM_MATCH_ID,Rank
22611207,6.72632837296,0.313446134329,5651,1
22611209,3.65363168716,0.170258820057,5651,2
23590372,1.84724998474,0.0860816389322,5651,3
22692992,1.72642493248,0.0804512053728,5651,4
22684538,1.30533349514,0.0608283914626,5651,5
22611208,1.02246057987,0.0476465448737,5651,6
10752298,0.854036688805,0.0397980138659,5651,7
10749762,0.817723274231,0.0381058119237,5651,8
22700538,0.723495841026,0.0337148234248,5651,9
22627937,0.545457363129,0.0254182517529,5651,10
22702531,0.451628565788,0.021045839414,5651,11
22705419,0.429205030203,0.0200009047985,5651,12
23564180,0.417567253113,0.0194585863501,5651,13
10753967,0.377876698971,0.0176090113819,5651,14
23663557,0.263787001371,0.0122924437746,5651,15
23640471,0.200770094991,0.00935586355627,5651,16
10754253,0.0718410760164,0.00334778591059,5651,17
22695232,0.0244633927941,0.00113999133464,5651,18
