HALOID,PMEM,Strength,MEM_MATCH_ID,Rank
16650019,3.77455210686,0.159502923489,4593,1
16642386,3.56729412079,0.150744736195,4593,2
16741511,3.44834089279,0.145718082786,4593,3
16708206,2.27607798576,0.0961812436581,4593,4
16586746,1.39492988586,0.0589461736381,4593,5
16584785,1.07014858723,0.0452217459679,4593,6
16621793,1.03628730774,0.0437908545136,4593,7
16753774,0.965459704399,0.0407978594303,4593,8
16646797,0.965322077274,0.0407920442522,4593,9
16680577,0.941706240177,0.0397940985858,4593,10
16584784,0.756884872913,0.0319840200245,4593,11
16658057,0.74692428112,0.0315631106496,4593,12
16759017,0.585914969444,0.0247592702508,4593,13
16651634,0.477473944426,0.0201768297702,4593,14
16761387,0.463186055422,0.019573058933,4593,15
32595103,0.460414737463,0.0194559507072,4593,16
16785440,0.260538071394,0.011009673588,4593,17
16642385,0.183295413852,0.00774559611455,4593,18
16619923,0.118594549596,0.00501150265336,4593,19
16599160,0.117255404592,0.00495491409674,4593,20
16789958,0.0301648844033,0.00127469096333,4593,21
32595642,0.0237034112215,0.00100164557807,4593,22
