HALOID,PMEM,Strength,MEM_MATCH_ID,Rank
33206543,5.97083377838,0.285804510117,4533,1
33206541,2.56407499313,0.122733980417,4533,2
33236072,1.21793174744,0.0582984536886,4533,3
33243902,1.15895843506,0.0554755926132,4533,4
22511966,1.10452198982,0.0528698973358,4533,5
33240718,0.974659144878,0.0466537810862,4533,6
32811969,0.896657168865,0.0429200790823,4533,7
22496892,0.820044159889,0.0392528623343,4533,8
33300630,0.801923155785,0.0383854694664,4533,9
33298916,0.720902621746,0.034507278353,4533,10
33291193,0.679609119892,0.0325306914747,4533,11
15771752,0.636741995811,0.0304787810892,4533,12
33206542,0.570357322693,0.0273011606187,4533,13
33217196,0.510186851025,0.0244209952652,4533,14
33218892,0.49006819725,0.0234579797834,4533,15
33224414,0.485536307096,0.023241052404,4533,16
33206863,0.302039563656,0.0144576570019,4533,17
32845227,0.292663216591,0.0140088424087,4533,18
33226292,0.284795254469,0.0136322276667,4533,19
33245318,0.260187357664,0.0124543271959,4533,20
33225689,0.0648696124554,0.00310509861447,4533,21
32817385,0.0308165829629,0.00147509016097,4533,22
12731459,0.0228316094726,0.00109287537634,4533,23
15451833,0.0173577368259,0.000830858713016,4533,24
33293018,0.0127515355125,0.000610374787357,4533,25
