HALOID,PMEM,Strength,MEM_MATCH_ID,Rank
32792257,12.7734384537,0.503607928753,2977,1
32793067,3.35703969002,0.13235527277,2977,2
32825098,1.18891775608,0.0468744933605,2977,3
15466723,0.931531310081,0.0367267280817,2977,4
32793070,0.926519095898,0.0365291126072,2977,5
15470773,0.845999836922,0.0333545468748,2977,6
32818318,0.724706888199,0.0285724289715,2977,7
33285680,0.665624856949,0.0262430496514,2977,8
32799411,0.651857197285,0.0257002431899,2977,9
32803837,0.5868704319,0.0231380630285,2977,10
32800045,0.584084391594,0.0230282191187,2977,11
15467279,0.450311213732,0.017754053697,2977,12
33286807,0.37307113409,0.0147087723017,2977,13
33299089,0.342375308275,0.0134985521436,2977,14
15468356,0.319242566824,0.0125865163282,2977,15
32820063,0.20831258595,0.00821297056973,2977,16
33308362,0.205482408404,0.00810138788074,2977,17
32800046,0.114885225892,0.00452948641032,2977,18
15466567,0.0486712343991,0.00191892113071,2977,19
33286499,0.0228182617575,0.000899637001567,2977,20
33275399,0.0154648143798,0.000609718670603,2977,21
32819346,0.0154630579054,0.000609649403486,2977,22
15466571,0.0111689642072,0.000440349656856,2977,23
