HALOID,PMEM,Strength,MEM_MATCH_ID,Rank
9699295,8.63404369354,0.347723007202,3405,1
9699300,8.19935512543,0.33021658659,3405,2
9699289,3.57198929787,0.143856450915,3405,3
10619073,0.80775731802,0.0325311981142,3405,4
10567876,0.730664610863,0.029426407069,3405,5
9727941,0.595632433891,0.023988192901,3405,6
15657406,0.581516265869,0.0234196856618,3405,7
10619043,0.567353069782,0.0228492841125,3405,8
15635137,0.523981332779,0.0211025532335,3405,9
10641043,0.230164200068,0.00926951412112,3405,10
9718051,0.204552799463,0.00823805388063,3405,11
9721686,0.099065490067,0.00398971233517,3405,12
5303794,0.048223555088,0.00194213050418,3405,13
9712767,0.0196956340224,0.000793211744167,3405,14
10692863,0.0162397325039,0.000654030591249,3405,15
