    halos_ID     halos_RA    halos_DEC      halos_z      halos_X      halos_Y      halos_Z  halos_M200b   halos_Mvir   halos_Rvir 
   128059008      1.81915    -0.609261     0.543054      1168.37      33.3403      818.573   3.9468e+13   3.7356e+13     0.785399
   124688192     0.793754    -0.885901     0.863039      577.969      1022.86      1723.41    1.072e+13   1.0232e+13     0.526912
   110217160      5.68937    -0.429366     0.429314     -851.022      570.774      547.284   4.6777e+13   4.3528e+13     0.812534
   130757131     0.875162    -0.666823     0.797907      782.817      1203.66      1336.31    1.007e+13   9.9076e+12     0.518563
   111302872      5.70194    -0.646961     0.786904     -1233.47      806.082      1261.88   1.2344e+13   1.2344e+13     0.557469
     7731210     0.408207     -1.36724     0.170548      8.36438      50.6867      489.299    3.111e+13   2.8364e+13     0.665405
   125865073     0.549555    -0.120302     0.702945      355.359      1693.01      381.828   2.7936e+13   2.7774e+13     0.724815
   124297842      0.58967    -0.282045     0.499613      308.556      1194.85      489.785   6.9515e+13   6.8054e+13     0.953427
   133951905      1.83793    -0.543204     0.595717      1321.31      25.4607       798.45   1.7704e+13   1.6892e+13     0.606886
   118660531     0.112337    0.0405178     0.544298     -331.987      1388.25      82.5999   1.4618e+13   1.3806e+13     0.563715
   129466907      1.18141   0.00637953     0.557136      1080.94      975.801       83.457    1.608e+13    1.478e+13     0.577656
     4526212      5.43289     -1.20521     0.152052     -144.695      16.0959      415.791   1.9356e+13    1.738e+13     0.562111
     3392864      5.79508    -0.557835     0.161428     -292.289      239.688      273.693   1.8586e+13   1.7045e+13     0.560033
   105673773      5.45155    -0.303614     0.881311     -1866.05       705.73      716.486   2.6962e+13   2.5987e+13     0.719875
   134161863      1.72427    -0.703511     0.839651       1534.1      166.342      1336.89   1.8516e+13   1.8516e+13     0.640926
     3506826      5.64894    -0.306172     0.219491      -494.99      311.215      223.116     1.45e+13   1.2525e+13     0.513498
   106911304      5.84002    0.0428598     0.747508     -1321.59      1310.36      57.4548   1.1532e+13   1.1369e+13      0.54049
   123623418     0.510855    -0.747629     0.488465      160.156       848.82      973.947   1.4293e+13   1.2831e+13     0.545818
   111945117      5.80733     -0.33664     0.676023     -1184.19       1039.2      679.386   1.2669e+13   1.2506e+13     0.554024
   129651453      1.09613    -0.448118     0.445576      739.618      736.657      593.262   1.0557e+13   9.4203e+12     0.489137
   122122352      1.57025     -1.23168     0.814201      632.179      37.1868      1889.71    1.072e+13   1.0557e+13     0.530379
   128288679      1.65311     -1.09428     0.647753      740.151      50.9636      1480.75   2.3064e+13   2.1927e+13     0.666022
   117375220    0.0233755    -0.936131     0.517919     -252.878       656.05      1175.63   1.3643e+13   1.3643e+13     0.559472
   141030165      1.26522    -0.176692     0.848602      1612.23      1188.57      475.331   1.1369e+13    1.072e+13     0.534554
  1006355237     0.808996     -1.07341     0.899862      467.226      726.536       1973.2   2.8388e+13   2.7797e+13     0.737201
   128756556      1.53571    -0.234056     0.501158      1203.17      449.786      349.779   1.1857e+13   1.1207e+13     0.522713
   125344162     0.581383    -0.549346     0.781765      387.482      1492.45      1160.62    4.564e+13   4.4503e+13     0.854423
   129192952      1.19891    -0.954731     0.871826      922.364      624.837      1782.69   6.9678e+13   6.7242e+13     0.987595
   125235482     0.692819    -0.412574     0.670719      533.001      1393.69      824.249   7.0815e+13   6.6917e+13     0.968474
   104966309      5.37001    -0.474037     0.718057     -1522.96      405.391      874.741   7.3901e+13    7.114e+13     0.993193
   134867838      1.13716    -0.139204     0.785392      1364.56      1316.59      395.786   1.1045e+13    1.072e+13     0.531791
   100010109      5.14921     -0.04703     0.867757     -2083.29      176.624      126.455   1.6892e+13   1.6892e+13     0.622956
   128337653      1.51513     -1.05401     0.818541      917.992      212.041      1765.71   4.2879e+13   4.1904e+13      0.84006
   116653697      6.17616     -1.18228     0.748261     -301.348      459.066      1780.74    1.413e+13   1.3806e+13     0.576667
   115806320      5.45062      -1.2903     0.749063     -468.865      16.9607      1805.12   2.4525e+13   2.3876e+13      0.69224
   118279210      6.21857    -0.713068     0.786965     -580.729      1211.39      1399.75   1.3806e+13   1.3643e+13     0.576384
   124481468     0.365872    -0.629744     0.618739      29.1108      1187.95      1062.56   1.3481e+13   1.3156e+13     0.559902
   139979372       1.5355     -0.66349     0.722667      1329.78      418.679      1157.24   1.0557e+13   1.0557e+13     0.526066
   141065989       1.3227    -0.281343     0.805733      1575.38      1004.65      644.953   6.4318e+13   6.2856e+13     0.960611
     2166888        5.496    -0.549412     0.293185     -632.403      251.735      459.098   6.1317e+13   5.7365e+13     0.867883
   125234457     0.544277    -0.420566     0.715356      325.458      1527.35      889.027   2.6962e+13   2.5013e+13     0.700812
   130537737     0.992952    -0.364972     0.632661      916.298      1147.64      693.387   1.0395e+13   9.9076e+12     0.510216
   118873179     0.156367    -0.312459     0.711716     -319.549      1608.74      715.732   3.8656e+13   3.8169e+13     0.806545
   131259201     0.780325    -0.246358     0.767794      777.372      1619.86      625.108   1.2994e+13   1.2831e+13     0.563764
   118762633      6.24896    -0.161659     0.668648     -622.576      1522.49      430.688   2.2414e+13   2.1277e+13     0.660872
   129600096      1.29217    -0.232951      0.60839      1241.54      855.015      444.583   1.2506e+13   1.1369e+13     0.532666
   117419395     0.201587    -0.932202     0.636105     -134.478      826.602      1400.04   4.8888e+13   4.5965e+13     0.851286
   124127150     0.727072   -0.0315086     0.468617      466.037      1155.46       153.46   2.1764e+13   2.1277e+13     0.644106
   118709999     0.110166   -0.0390227     0.637164      -382.19      1572.51      223.579   3.4758e+13   3.4595e+13     0.774447
   130368046      1.05148   -0.0961524     0.568736      957.998      1106.18      249.699   1.2019e+13   1.1369e+13     0.530075
   128290993        1.663    -0.867541     0.841613      1287.43      176.207      1579.59   2.0465e+13   1.9815e+13     0.655682
   140619236      1.37526    -0.588657     0.887618      1523.96      792.792      1261.81   1.1857e+13   1.1532e+13     0.549335
    18835519      1.39977    -0.127387     0.159639      398.219      219.838      79.1342   2.3207e+13   2.1298e+13     0.602881
   111115759       5.7335    -0.489505     0.532485     -964.078      703.106      738.062   3.5732e+13   3.3946e+13     0.759643
   112674067      5.96115     -0.23043     0.704393     -1069.18       1307.8      543.526   1.1743e+14   1.1386e+14      1.16019
   123265957     0.945987    0.0178293     0.402462      618.325      903.001       68.029   1.0232e+13   1.0232e+13     0.499169
    10726702      1.25099    -0.702688     0.312033      524.281       352.41      597.795    1.517e+13   1.4132e+13     0.546276
   117358628      6.18396     -0.84436     0.555533     -411.719      758.847      1171.22   1.3806e+13   1.3318e+13     0.557831
   140502822      1.32805    -0.502079     0.732065      1338.22      800.386      959.559   7.4875e+13   7.2114e+13     0.999051
   131204795      1.00592    -0.128313      0.70105      1074.85      1356.77      358.379   4.1254e+13   3.9955e+13     0.818071
   118703441     0.305486   -0.0859573     0.570171     -60.4358      1460.77      275.171   1.5527e+14   1.4829e+14      1.24798
   140908978      1.24744  -0.00165425     0.683909      1357.69      1070.68      103.907   8.3483e+13    8.121e+13      1.03445
   133834110      1.77906    -0.199232     0.621463      1554.77      184.419      329.457   1.7379e+13    1.608e+13     0.598824
   104086637      5.19697    -0.390211     0.636351     -1492.01      143.796        645.3   6.5455e+13   6.2856e+13     0.944922
   116424248      6.18747     -1.01946     0.430817     -256.688      449.713      1043.95   2.4525e+13   2.2739e+13     0.654558
   123433255     0.607824    -0.389203     0.395768      259.931      919.853      502.962   3.3134e+13   3.0697e+13     0.719074
   123730301     0.381821    -0.895583     0.619657      40.8694      867.724      1338.96   3.7194e+13    3.557e+13      0.78009
   130650557     0.887777    -0.547718     0.706712      786.722      1203.39      1048.22   1.2831e+13   1.2831e+13     0.560532
   123378701     0.928553     -0.20972     0.443368      643.753      947.391       342.13   1.3806e+13   1.2669e+13     0.539715
   123492798     0.662516    -0.554901     0.396881      288.542      813.675      653.644   4.3528e+13   4.1742e+13     0.796801
   124589406     0.665091     -0.73112     0.759213      445.253      1200.86      1383.55   1.3481e+13   1.2669e+13     0.560942
   116491521      6.04484     -1.06314     0.484694     -341.836      408.495      1178.21   1.3968e+13   1.3968e+13     0.561169
   111175691      5.67969    -0.469983      0.69723     -1272.64      827.742      889.954   1.1694e+13   1.1369e+13     0.537871
   110230378      5.80852    -0.471126     0.426751     -751.297      645.234      595.361   1.1532e+13   1.0232e+13     0.501254
   117997733      6.13823    -0.350799     0.479715      -565.99      1011.32      546.655   2.3064e+13   2.2251e+13     0.654902
   120279044     0.307437   -0.0939583     0.830192     -78.1462      1984.15      390.204   4.7426e+13   4.4178e+13     0.855794
   123003478      1.18252     -1.14649     0.796286      606.416      360.068       1826.9    6.578e+13   6.4643e+13     0.968856
   104259772       5.2017     -0.57048     0.844325      -1703.1      132.791      1134.24   1.0882e+13    1.072e+13     0.534376
   116539686     0.229686     -1.08934     0.576716     -74.9817      554.507       1394.1   2.7936e+13   2.6962e+13     0.707587
   122013039      1.35091     -1.10575     0.653157      637.987      250.943      1520.24   1.1207e+13   1.1045e+13     0.530239
   123681537     0.369629    -0.834015     0.554074      27.4065      863.023      1167.07   1.3968e+13   1.3643e+13     0.562222
   117423165      6.06171    -0.829094     0.715674     -647.222      885.894      1423.98   1.2019e+13   1.1857e+13     0.546448
   129593707      1.15705    -0.315327     0.487338      896.779       807.24      481.705   1.7054e+13   1.6729e+13     0.596181
   112624636      6.10338    -0.137144     0.766927     -944.879      1593.34      425.407   2.9398e+13   2.9398e+13     0.743157
   131150671     0.892534    -0.065484     0.763592      981.759      1595.36      279.984   4.7102e+13   4.6289e+13     0.864317
   123618361     0.641042    -0.773675     0.480713      270.615      785.015      979.007   2.0465e+13   1.9165e+13     0.623202
   122536588     0.977643    -0.509063     0.360825      514.033      648.909      549.308   1.1694e+13   1.0557e+13      0.50056
   132007723     0.940236    -0.159321     0.886078      1177.06      1700.32      504.432   1.4455e+13   1.3968e+13     0.585511
   128387293       1.4997      -1.0954     0.818593       845.56      192.592      1803.81   2.7286e+13   2.5662e+13     0.713386
     9145134     0.755025    -0.340337      0.24703      262.981      579.087      291.575   3.5598e+13   3.2182e+13     0.708189
   116534735   0.00341366     -1.03421     0.592822     -258.391      604.498      1390.07   5.5223e+13   5.2949e+13     0.887869
    18212750     0.419421    -0.904031     0.216466       30.028      330.642      520.829    3.754e+13   3.5129e+13     0.723603
   119095767      6.27532    -0.634308     0.879419     -585.915      1465.19      1410.18   3.4108e+13   3.3946e+13     0.786814
  1010723400      1.01252    -0.495382     0.869236      1144.48      1344.85      1131.55   3.1345e+13   3.1345e+13     0.765608
   124588725     0.758025    -0.824749     0.723907      498.622      990.374      1436.14   1.6567e+13   1.6404e+13      0.60939
   111192399      5.96741    -0.535617     0.560453     -771.913      914.067      847.296   1.0557e+13   1.0232e+13     0.511238
   116548167      6.09253      -1.1783     0.562369     -281.517      345.012      1401.27   1.0395e+13   9.7452e+12     0.503115
   124965644      0.76371    0.0443859     0.623244      648.643      1464.99      72.3848   1.1857e+13   1.1532e+13     0.536121
   129474885      1.38853    0.0157945     0.515575      1177.74      687.712      41.7996   1.1045e+13   1.0232e+13     0.508146
   140962410      1.12965    -0.103083     0.745486      1304.48      1284.93      314.912   1.0395e+13   1.0232e+13      0.52174
    16344865      6.03158     -0.80002     0.327541     -353.805      455.647       703.04   1.5907e+13   1.4701e+13     0.555304
   104257820      5.30518    -0.537853     0.753029      -1555.6      293.469      1001.09   1.9653e+13   1.8678e+13     0.638079
     6412622     0.474769    -0.378141      0.33855      112.902       825.24      430.072   5.3146e+13   4.9663e+13     0.835073
   109172160      5.14908    -0.016436     0.373411     -1020.52      89.5027      30.6931   1.1045e+13   1.0232e+13     0.496551
     2432025      5.72655    -0.221586     0.258456     -558.537      422.346      206.222   1.3328e+13   1.2022e+13     0.511442
   140978570      1.29027   -0.0290854     0.888976      1727.36      1240.21       178.67    1.007e+13   9.9076e+12      0.52228
   140026807       1.4933    -0.756308     0.813689       1326.9      457.538      1413.55    1.007e+13   9.7452e+12     0.516394
   124589182     0.533821    -0.744703      0.70401      248.262      1155.17       1322.9   1.2344e+13   1.2019e+13       0.5483
    10104385      1.75247    -0.161195     0.212253      590.701      88.3589      103.882   3.8009e+13   3.4091e+13     0.715616
    16176198      5.89115     -0.78932     0.236068     -315.709       299.71      509.832   1.2525e+13   1.1018e+13     0.494087
   128129265      1.60768    -0.768838     0.555938      1001.31      216.852      1034.46   1.0557e+13   1.0395e+13     0.513627
   130037246      0.94077    -0.926705     0.870162      713.366      872.057      1771.08   1.9003e+13   1.9003e+13     0.648017
   123612295     0.853223    -0.709926     0.569241      551.151      883.921      1059.25   4.7914e+13   4.6777e+13     0.849435
   131216890     0.825909    -0.186732     0.642668      746.924      1397.36      443.664   1.2669e+13   1.1694e+13     0.539813
   117064490      6.11069    -0.289311      0.43879     -561.672      946.742      437.216   7.2764e+13   6.7729e+13     0.943021
   111722488      5.91388    0.0668021     0.638635     -1072.42      1236.39      19.2373   2.2089e+13   2.1439e+13     0.660382
   139646963      1.62746    -0.142222     0.570363      1412.55       398.76      245.364   8.6082e+13   8.1697e+13       1.0231
     4471066      5.92479   -0.0882517    0.0476932      -91.294      105.526      23.5481    1.296e+13   1.1687e+13     0.475325
   110996958      5.89067    -0.279613     0.492606     -847.492      890.371      457.042   1.3318e+14   1.2652e+14      1.17116
   130418236     0.857407     -0.20608     0.563246      705.843       1221.2      421.962   3.1022e+13   2.9398e+13     0.727041
   118722074     0.231761   -0.0501233     0.540727     -162.477      1396.34      212.413   1.0232e+13   1.0232e+13     0.509909
   122722268     0.917551    -0.908277     0.457049      412.676       535.95      1024.89   6.2207e+13    5.977e+13     0.907192
   112008079       5.8832    -0.453026     0.716282     -1094.84      1102.09      906.979   1.3318e+13   1.3156e+13     0.565755
   139344173       5.2573    0.0177525     0.850667     -2021.95      406.816      13.4922   6.0582e+13   5.9933e+13     0.948904
   103989619      5.17489    -0.131851     0.801761     -1937.55      197.705      289.077   1.6242e+13   1.6242e+13     0.611645
   105626937      5.51158    -0.239098     0.715789     -1568.89      716.675      507.164   2.3551e+13   2.2251e+13     0.674041
   105033181      5.33458    -0.515619     0.799868     -1640.74      365.336      1018.24   1.1207e+13   1.0882e+13     0.535125
   104352549      5.36901    -0.759222     0.796091     -1346.25      295.875      1390.52    4.499e+13   4.3853e+13     0.851293
   122662618      0.93098     -0.91414     0.373958       349.38       438.99      859.317   1.3318e+13   1.2019e+13     0.523969
   139704950      1.69754    -0.235757     0.730356      1736.07      343.923      455.355   1.5105e+13   1.4618e+13     0.586773
     2431914      5.71641    -0.111344     0.299002     -657.335      495.598      146.165   1.8117e+13   1.7012e+13     0.579494
   140560144      1.40634    -0.513021     0.805464      1506.19      741.906      1042.14   2.9073e+13   2.8748e+13     0.740102
   118935096    0.0352595    -0.426972     0.670046     -471.736      1397.78       851.31   1.1857e+13   1.1532e+13     0.538903
   125868758     0.442546    -0.161079     0.761054      179.895      1816.57      485.857   1.7216e+13   1.7054e+13     0.619472
   131371703      1.02767    -0.371613     0.771502      1123.45      1306.87      822.755   2.2414e+13   2.2251e+13     0.677545
   118044792    0.0941039    -0.477636     0.458465     -270.623      996.933      670.137   2.4525e+13   2.2251e+13      0.65276
   128231815      1.54745     -1.01001     0.620332      798.445      171.077      1373.06   1.7541e+13   1.7054e+13     0.610605
   104819873      5.46641      -0.2514     0.589064     -1358.36      545.345      443.449   1.1045e+13   1.0882e+13     0.523723
   131845107     0.909889    0.0674638     0.792565      1038.68      1651.34      28.5811   6.3993e+13   6.2369e+13     0.957057
   121994107     0.524484     -1.40213     0.605081      53.6482      103.292      1560.13   1.2669e+13   1.2181e+13     0.544844
   109598583       5.2974    -0.781121     0.703607     -1217.56      170.592      1277.36   1.6892e+13   1.6404e+13     0.608178
   109290458      5.16089    -0.368377     0.388508     -984.073      61.5996      395.242   7.7799e+13   7.5525e+13     0.969479
   131264441      1.00312    -0.260386     0.718301      1065.43      1327.39      594.665   2.9398e+13   2.8911e+13     0.735686
   109539862      5.40308    -0.763722      0.57977     -1021.13      261.115      1079.85   1.3318e+13   1.2994e+13     0.554975
   110094054      5.55216   -0.0935125      0.43055     -1020.93      534.828      167.735   1.1499e+14   1.0606e+14       1.0936
   125864795      0.63051    -0.121872     0.837406      567.472      1907.23       437.58   2.2251e+13   2.1439e+13     0.672905
   117070500      6.02207    -0.271384     0.424657     -631.489      874.248      400.604   2.8261e+13   2.5987e+13     0.683646
   134219409      1.77258    -0.849064     0.826867       1325.9      40.9524      1519.83   1.0395e+13   1.0232e+13     0.525425
   118225318       6.1904    -0.682465     0.701452      -578.67      1124.17      1236.47   1.0557e+13   1.0557e+13      0.52497
   120190735     0.139392    0.0463392      0.86228     -428.947       2036.8      109.277    1.543e+13    1.478e+13     0.595589
  1001384847      5.11096    -0.309318     0.871346     -1995.86      38.5459      656.094   3.8442e+13   3.7851e+13     0.815411
   116652858      5.85533     -1.13045      0.71761     -529.456       383.23      1678.82   2.6149e+13   2.5987e+13     0.709953
   113326179      6.28112   -0.0130313      0.78658      -662.53      1810.53      210.113   1.1045e+13    1.072e+13     0.531845
   124353777     0.582798    -0.460261     0.462741      262.769      1021.09      655.396   6.8378e+13   6.5942e+13     0.938238
   129140138      1.38084    -0.806567     0.798146      1173.38      549.796      1473.11   4.5802e+13   4.5315e+13     0.860799
   128924416      1.51762    -0.600288     0.556731      1111.82      384.251      860.905   2.3064e+13   2.2414e+13     0.663629
   133778242      1.82996    -0.170777     0.528675      1369.94      96.4795      241.418   1.0232e+13   9.2579e+12     0.492371
   123567350     0.663805    -0.764805     0.463841      283.928      762.751      940.889   1.0232e+13   9.7452e+12     0.496131
   117371417    0.0111602    -0.776619      0.61021     -364.882      945.517      1206.41   1.3481e+13   1.2344e+13     0.547588
    17230560    0.0429119    -0.847711      0.18689     -104.414      297.164      434.981   1.3228e+13   1.2491e+13     0.508587
   127834321      1.82442    -0.152825     0.440772       1171.1      91.1465      185.594   1.2669e+13   1.2181e+13      0.53248
   104757919      5.30345   -0.0731989     0.669201      -1645.9      395.348      172.436   1.9815e+13   1.8841e+13     0.634656
   119666766     0.259523    -0.268494     0.773543     -158.236      1778.24      689.339   1.1694e+13   1.1694e+13     0.546874
   122734880      1.05536    -0.810899     0.522766      623.766      618.974      1065.23   1.2831e+13   1.2181e+13     0.539096
   122110253      1.13462     -1.32681     0.756799      330.558      136.834      1846.19   4.3366e+13   4.2391e+13     0.838825
   118931231      6.24825     -0.43432     0.742005     -621.672       1472.5      933.396    1.072e+13    1.072e+13     0.529722
     9164813     0.861267    -0.374961     0.289771      373.334      625.052      359.878   2.4781e+13   2.3174e+13     0.641087
   139706304      1.52079    -0.234527     0.713787      1611.11      629.852      474.558   3.1347e+13   3.1022e+13     0.752845
   124134630     0.505042   0.00188369     0.431173        183.9      1146.13      111.894   1.3643e+13   1.3156e+13     0.545455
   123430507      0.87764    -0.597698     0.364652      422.495      655.301      631.059   4.2229e+13    3.963e+13     0.778512
   110037548      5.53078    0.0366709     0.464675      -1109.4      567.052      16.1694   5.2461e+13   4.9538e+13     0.853169
   124253418     0.538089    -0.244901     0.409192      206.675       1027.9      373.338   1.2506e+13   1.1369e+13     0.517619
   121938960      1.02695     -1.22703     0.581887      327.535      252.528      1456.04   3.3458e+13   3.1997e+13     0.749629
   111896439      5.99094    -0.388405     0.548327      -791.57       1008.9      652.564   1.9003e+13   1.8516e+13     0.621996
   116421183     0.335292      -1.1397     0.380343     -0.53857      338.765      985.494   1.8678e+13   1.7379e+13     0.593201
   118228478     0.151427    -0.787216      0.65266     -222.708      1030.29      1290.95    1.007e+13    1.007e+13     0.514133
   104813988      5.40567    -0.215943     0.596942     -1419.38       476.93      387.573   1.9815e+13    1.949e+13      0.63663
   119504981      6.27668   -0.0725875     0.725307     -626.268      1678.63      303.768   1.3318e+13   1.2994e+13      0.56391
      307124      5.37177     -0.29939      0.31414     -794.443      229.833      286.189   1.9624e+13   1.7581e+13     0.587788
     3337677      5.65167     -1.16971     0.308934     -275.373      107.663      809.441   1.1252e+13   1.0649e+13     0.496781
   129883438      1.27882    -0.682661     0.761718      1183.17      751.475      1268.36   1.4293e+13   1.3481e+13      0.57281
   133891446      1.73805    -0.432415     0.555168         1302      174.238      623.846   1.1369e+13   1.1045e+13     0.524059
   121950830      1.14293     -1.34697     0.511193      221.034      77.5046      1333.99   1.3481e+13   1.2506e+13     0.542962
   133901786      1.83654    -0.347371     0.724035      1703.53      76.3804      620.529   1.2669e+13   1.1857e+13     0.546891
   111058686      5.88207    -0.425823     0.387796     -654.713      660.562      509.597   2.1114e+13   2.0627e+13     0.628925
   105685861      5.58331      -0.2836     0.846796     -1705.42      924.531      678.701   1.1045e+13   1.1045e+13     0.539824
     5055391     0.100692    -0.913607     0.307671     -124.536       438.23      727.643   1.2725e+13   1.2156e+13     0.519048
   104816587      5.37789    -0.212424     0.762419     -1754.12      536.123      462.839   1.2181e+13   1.0557e+13      0.52802
   122735029     0.861214    -0.891186      0.46296      388.649      579.874      1027.23   1.1369e+13   1.1207e+13      0.51972
   110457648      5.67019    -0.875767     0.561704     -765.124      424.096      1179.92   1.3156e+13    1.072e+13     0.519311
   129259066      1.19677     -1.05803     0.824968      750.424      473.878      1807.54    1.007e+13   9.9076e+12     0.519725
   130476642      1.09388    -0.232394     0.724458      1202.57      1248.38      539.807     2.55e+13   2.5337e+13     0.704454
   104196917      5.33785    -0.532641     0.664222     -1396.49      312.523      900.934   2.3226e+13   2.2739e+13     0.675353
   117945626      0.10098    -0.279203     0.420522     -265.184      1026.58      420.098   1.0882e+13   1.0557e+13     0.505971
     6640171      1.23548    -0.531709     0.186643       360.17      262.988      297.999   1.7514e+13   1.6275e+13      0.55545
   115513374      5.40587     -1.18223     0.448489     -425.066      42.9927      1129.54    1.543e+13   1.4455e+13     0.564445
    16605640   0.00915867    -0.271944     0.337436     -296.934      820.012       335.94   4.5946e+13   4.0219e+13     0.778206
   130795116      1.01876    -0.758741     0.818526      910.682       993.84      1479.27   1.6729e+13   1.6567e+13     0.616552
   109474426      5.42544    -0.646034      0.51401     -1010.68       305.08       858.74   3.1834e+13    2.956e+13     0.723552
   122735016      0.89141    -0.916036     0.499557      423.839      583.082      1114.81   1.4943e+13   1.4455e+13     0.568865
   117198980     0.131043    -0.637192     0.393096     -181.646       774.87      720.492   1.5592e+13   1.4943e+13     0.565381
    16154499      5.94048     -0.60636     0.236421     -349.098      385.207      424.781   1.1138e+14   1.0358e+14      1.04288
   112157741      5.92883    -0.612329     0.899643     -1130.91      1215.92      1371.32   7.8448e+13   7.6987e+13      1.03527
   111776606      6.06047   -0.0666214     0.556187     -783.023      1207.83      222.275   3.6869e+13   3.3946e+13      0.76205
   140968034      1.35687   -0.0830462     0.891754      1806.24       1110.9       281.29   2.7449e+13   2.6312e+13     0.723412
   123498140     0.474709    -0.645167     0.396977      113.535      789.069      733.188   1.1369e+13   1.1369e+13      0.51651
   112738261      5.89918    -0.305845     0.823671      -1277.1       1360.1      751.031   1.7704e+13   1.7541e+13     0.628675
   115514731      5.55145     -1.11631     0.457847     -470.621      143.452      1127.18   2.4363e+13   2.1927e+13     0.649505
   118281020     0.175098    -0.769116     0.754185     -223.974      1190.78      1431.34   1.6567e+13    1.608e+13     0.607062
   122668267     0.958738    -0.841618     0.418481      438.629      531.808      902.331     2.42e+13   2.2901e+13     0.654753
   103985046      5.09553    -0.145336     0.741765     -1828.46      38.8147      281.809   1.0557e+13   1.0232e+13     0.521559
    18194322     0.489603    -0.836476     0.176018      50.1588      297.116      407.883   3.0307e+13   2.7862e+13     0.662489
   106351457      5.70447    -0.254409     0.789892      -1502.1      1077.56      607.308   7.3251e+13   7.1464e+13      1.00126
   121765959     0.632349     -1.26836     0.340697      83.3367      178.305      922.072   1.1045e+13   1.0395e+13     0.496027
    10334272      1.65677    -0.252024      0.23158      616.781      147.422      176.893   1.4299e+13   1.2826e+13     0.519179
   141069736      1.24328     -0.21998     0.756255      1434.77      1099.02      515.688   3.2484e+13   3.1672e+13     0.761111
   124296402     0.577588    -0.365026     0.515123      293.752      1185.16      606.656    1.033e+14   9.6964e+13      1.07524
   104963087      5.50281    -0.472047     0.728226     -1462.61       610.22      901.238   1.2994e+13   1.1694e+13     0.544602
   121891169      1.20493     -1.19821     0.499143      371.191      190.989      1259.21    1.413e+13   1.3318e+13     0.553509
   115808933      5.85051     -1.29717     0.749594     -346.025      177.448      1825.19    1.478e+13   1.4618e+13     0.587831
   139923742      1.63664    -0.511612     0.874437      1770.07      404.517      1069.03   1.2669e+13   1.2506e+13     0.563845
   130537209     0.986211    -0.475223     0.562076      783.067      976.569      770.091   1.5267e+13   1.4455e+13      0.57376
   119508715     0.151326   -0.0231905     0.688421     -337.768      1695.25      212.215   1.2994e+13   1.2669e+13     0.557127
   119566777    0.0923677   -0.0880829     0.831292     -506.819      1925.24      374.591   1.0557e+13   1.0557e+13     0.531116
   105734810      5.50277    -0.397641     0.773816     -1590.54      679.148      820.602    1.072e+13   1.0232e+13     0.523079
   140246096      1.44163    0.0050746     0.666779      1507.86      774.768      61.9902   1.4455e+13   1.3806e+13     0.572023
    17325534     0.128833    -0.397668     0.189937     -107.689      467.378      259.667   3.0943e+13   2.8264e+13     0.668255
   129757954      1.05562    -0.700035     0.512415       679.86      697.021      945.498    1.072e+13   1.0232e+13     0.507919
   106413411       5.7402    -0.310389     0.855055     -1528.85      1171.58      760.344   1.5267e+13    1.478e+13     0.595261
   123556963     0.894462    -0.629304     0.485188      548.439       812.94      844.529    1.413e+13   1.2831e+13     0.545551
   109427529      5.35762    -0.773134     0.387902     -722.171      147.927      762.775    1.072e+13   1.0557e+13     0.503088
   125292826     0.345367     -0.57746     0.694603      2.54663      1366.96      1099.61    1.413e+13   1.3643e+13     0.571422
   103937210      5.24619  -0.00435007     0.628059     -1585.91      297.357      44.3218   1.3806e+13   1.3156e+13     0.560504
   104142130      5.18281    -0.466224     0.662024     -1491.34      108.659      779.768   1.1239e+14   1.0915e+14      1.13896
   117879780     0.215717    -0.120916     0.410968     -144.203      1080.61      244.513   1.1532e+13   1.1207e+13     0.515301
   139349010       5.3534   -0.0145813     0.880797     -2027.34      607.534      101.498   1.1694e+13   1.1694e+13     0.551626
   117944055     0.112702    -0.262625     0.469546     -280.023      1142.69      444.045   1.0395e+13   9.2579e+12     0.488151
   130481621     0.933954    -0.385684     0.531098       721.15      1022.12      628.422   1.3318e+13   1.3156e+13     0.553741
   116536287       5.9433     -1.13843     0.544106     -373.583      331.209      1339.32   2.6637e+13   2.5987e+13      0.69601
   123255766     0.390136   -0.0274188     0.346099      41.6638      947.865      121.236   1.7379e+13   1.6404e+13      0.57812
   122548175       1.2652    -0.613254     0.346097      624.178      417.768      592.236   2.7124e+13    2.485e+13     0.663958
    16382603      6.11928    0.0573462     0.226502     -314.715      562.306       20.741    1.363e+13   1.2391e+13     0.512579
   105025706      5.54377    -0.544331     0.707215     -1343.26      613.459      994.396   1.7704e+13   1.6892e+13     0.614361
   122678273      1.11321    -0.780273     0.464025      617.598      546.843      931.826   1.1207e+13   9.9076e+12     0.498886
   130528828     0.952258    -0.364388     0.672128       911.05       1244.9      732.211   1.3806e+13   1.3481e+13     0.567823
     6677271      1.30007    -0.805479     0.288669      459.856      264.909       610.97   1.9691e+13   1.7648e+13       0.5853
   105519852      5.52023    -0.158557     0.602689     -1377.69      656.519      319.749   1.0882e+13    1.007e+13     0.511201
     7808392     0.801903    -0.782081     0.165876      150.996      270.094      365.688   1.1085e+13   1.0247e+13     0.473274
   125915028     0.524926    -0.219759     0.717966      313.706      1683.36      562.245   3.4595e+13   3.3621e+13     0.773621
   105578682      5.47368    -0.127994     0.857537      -1882.8      797.773      355.104   1.5755e+13   1.5755e+13     0.608182
