    halos_ID     halos_RA    halos_DEC      halos_z      halos_X      halos_Y      halos_Z      halos_M   halos_Rvir 
    19181591      358.649      34.3746     0.326538      748.289      17.6478       512.02   3.9181e+12       365.25
     4019704       242.68      17.2145      0.30314     -371.239       718.65      250.612   4.7218e+12      404.259
    10611743      333.625      17.3321     0.297022      710.672      352.396      247.556   6.1953e+12      429.435
     6302931      283.541      23.1303     0.302923      182.211      756.589      332.425    9.879e+12      507.329
     9205252      302.787      32.2346     0.317755      405.104      628.922      471.735   6.2288e+12       424.28
   116987998      245.953      3.73288     0.330788      -373.15      836.274      59.7466    3.086e+12      330.241
   109197650      181.414      6.04093      0.31403     -869.735      21.4617      92.0691   3.8981e+12      369.994
     9388759      296.636      16.5191     0.328762      392.224      782.024      259.467   3.9851e+12      373.984
     3319065      185.429      57.0117     0.323669     -487.576      46.3389      754.522   3.3823e+12      349.807
     7863723      276.799      14.7179     0.143866      47.8218      401.081      106.102   9.1088e+12       477.74
    14803066      186.731      20.7111     0.222836     -589.726      69.6019      224.518   3.2483e+12      338.649
    17986996       293.08      80.9123     0.109755      19.8832      46.6609      317.096   2.4446e+12       312.71
     5417752      254.411     0.942745     0.335977     -250.121      896.519       15.316   3.6502e+12      354.885
     5921703        291.9      74.4812     0.320152      88.8706      221.077      858.085   8.8744e+12      474.415
     4926963      269.848      22.3517     0.159207     -1.13062      425.899      175.124   3.0474e+12      328.576
     3377280      214.712      27.5627     0.151753      -320.43      221.971      203.461   3.3488e+12      349.701
    15081531      213.903      5.10984     0.240862     -564.799      379.573      60.8503   1.4099e+13      563.376
    16386015      243.113      4.18812     0.240857     -308.136      607.718      49.8948   2.7795e+12      336.974
   116290651      260.488      45.4002     0.333181     -107.186      639.717       657.76   2.9235e+12      330.401
   128812836      332.171      37.1292     0.335321      655.158      345.856       560.89   1.1857e+13      540.344
    14781542      184.228      15.5112     0.195606     -539.025      39.8469      150.007   2.7125e+12      331.982
   115409597      205.954      48.0429     0.336239     -559.995      272.571      692.741   3.2484e+12      401.376
     5771110      277.949      11.6607    0.0827919      33.0104      236.406      49.2616   9.0083e+12      467.284
   127897234      348.752      31.6584     0.301431      703.263      139.867      442.132   6.4968e+12      462.024
     9411874      302.607      21.6738     0.323832       450.68      704.519      332.376    2.813e+12      337.746
     7940507      289.652       49.408     0.272605      167.895      470.162      582.638   3.0809e+12      341.691
     7639675      261.287       0.1279     0.257446      -110.18      718.909      1.62354   2.7795e+12      327.117
     7469907      196.734      47.1163     0.176383     -331.137      99.5614      372.317   3.3153e+12      336.505
     8956040      312.264      33.5941     0.258989      409.735      450.865      404.681   4.9228e+12      417.348
    10935772      327.909      21.4839     0.337971      737.837      462.691      342.779   1.3663e+13      561.504
     6280880      283.923      17.4102     0.281556       181.54      732.333      236.593   4.9228e+12      387.785
    16023935      199.323      53.7934     0.245884     -388.302       136.16      562.084    4.829e+13      864.074
     4053594      248.498      35.4207     0.317707     -264.134       670.47      512.512   3.9181e+12      366.517
   123276545      272.512      9.65538     0.306162      36.9231       841.69      143.336   3.4108e+12      360.021
    15257267      227.872      16.5787     0.337409     -600.806      664.264      266.646   3.1814e+12      354.987
   127912869      357.815      33.6397     0.303091       704.38      26.8809      469.034   3.8981e+12      378.031
   122376752      315.517      9.42278     0.294896       580.99      570.591      135.143   4.2229e+12      397.906
     8862653      304.923     0.291195     0.175565      289.591      414.758      2.57092   5.6595e+12      400.578
     5902329      309.414      70.6444     0.259158          154      187.391      690.471   3.9851e+12      358.903
     8823534      311.574      60.8635     0.300421      271.329      305.884      733.515   3.9516e+12      367.078
    19045427      305.365      6.15606     0.317216      508.136      715.944      94.6936   3.4828e+12      373.092
     8654070      335.533       52.138     0.227652      361.897      164.676      511.442   1.6945e+13      600.029
   121671838      343.114        40.58     0.293159       596.63      181.106      534.038   3.8981e+12      389.797
    10612013      337.359      19.6149     0.284807      694.813      289.813      268.292   2.7058e+13      755.208
     7634444      267.086       4.6353     0.274958     -39.1975      769.921      62.5046   4.5879e+12      436.088
     2245472      210.127     0.650778     0.245113     -600.687      348.585      7.88867   4.5544e+12      386.142
    10428192      344.648       40.624     0.338471      685.955      188.331      610.208   3.9181e+12      373.784
   116232280      221.388      41.0555     0.292132     -462.938      407.966      537.441   4.6939e+13      849.969
     3831340      238.418      15.8538     0.280368     -396.802      645.441      215.164   2.3442e+12       326.51
     7770462      296.443      71.6518     0.297089       116.51      234.265      788.894   9.6111e+12       509.65
    10688414      333.961      40.4093     0.283572      544.569      266.068      515.994   7.5348e+12      460.773
     4678613      253.287      44.0336     0.131024     -78.8729      262.676      265.162   7.0995e+12      449.728
   109241144      200.673      18.2768     0.297972     -740.434      279.394      261.373   1.1857e+13       554.85
    18139158      312.587      77.7378      0.31105      124.637      135.602      847.412   3.5832e+12      356.134
   115332716       206.27      41.7222     0.315343     -587.789      290.126      584.477   1.8678e+13      646.617
    16028296       211.25         51.1     0.254626     -386.447      234.498      560.207     2.88e+12      350.635
     4923315      266.109      22.7292     0.161882     -29.2855      430.609      180.802   1.1922e+13      559.005
    17687739      259.135       25.726     0.326845     -154.132      803.026      393.982   3.3823e+12      363.314
    10898909      325.671       17.604     0.308894      678.235      463.167      260.593   3.8846e+12      390.115
     3657385      228.661      17.8793     0.209477     -376.354      427.814      183.812    2.947e+12      343.669
    18520661      281.916       35.349     0.318731      149.371      707.815      513.129   4.0521e+12      379.599
   122348801      313.182       6.6429     0.301395       572.53      610.064      97.4375   1.3481e+13      643.202
     9544022      294.845     0.480683     0.337131      392.345      847.352      7.83411   3.5497e+12      363.084
   123323660      294.269      19.3566     0.298702      323.933       718.46      276.866   4.0605e+12      440.454
    15743428      192.783      11.2705     0.146898      -407.55      92.4661      83.2822   2.1064e+13      620.388
     5905953      324.641      70.6104     0.269137      205.272      145.659      715.157   7.4344e+12      455.068
     3676401      219.877      23.2087     0.261084     -519.766      434.241      290.409    1.594e+13      583.452
    16179795      215.445      40.9356      0.26579      -461.18      328.284      490.978    2.813e+12      325.419
    18761803      348.988      1.54685     0.134191      383.088      74.5493      10.5391   2.0461e+13      631.198
     4922684      246.921      17.5002      0.15746      -170.34      399.769      137.014   3.2483e+12      343.632
    10577051      337.268       6.1364     0.286813      737.703      309.078      85.9916   1.0783e+13      519.992
   122628038      300.184      59.8388     0.300031      211.881      364.289      725.212   2.5987e+12      333.772
     4904383      262.764      10.1073      0.16291     -58.3821      459.803      82.6217   1.5237e+13      563.922
     2131726      189.831      9.79205     0.285842     -778.626      134.923      136.383   3.6837e+12      376.913
     7469496      188.188      36.8064     0.229597     -517.536      74.4684      391.245   2.8465e+12       334.95
     8903233      313.679       13.584     0.260739      494.084      517.413      172.868   3.6502e+12      355.135
     6678915      326.583      53.6998     0.282655      392.153      258.744      639.579    5.626e+12      416.744
   116376448      256.417      61.9798     0.333575     -102.034      422.295      816.382    6.984e+12      456.192
    17380656      251.354      40.4423     0.262332     -180.111      533.785      480.169   5.5055e+13      889.903
   115447540      193.515      63.9966     0.326286     -386.308      92.8535      814.486   7.1952e+13      1032.34
    16438971      243.231      36.5218     0.259456     -265.177      525.659      436.005   3.5497e+12      387.474
    10937689      325.998      27.4889     0.302043      620.674      418.687      389.558   5.1237e+12      400.208
   121656192      345.531      39.7542     0.291757      608.414      156.996      522.666   3.5732e+12      393.694
     4187520      252.566        7.975     0.328179     -270.324      860.794        126.4   3.0474e+12      358.421
     8105845        276.6      23.8148     0.266173      78.9005      681.917      302.979   3.7507e+12      365.202
   123241430      272.808      9.53136      0.31199      42.0171       856.58      143.997   8.0235e+13      1027.49
     5736760      357.314      68.9012     0.226246      231.582      10.8658      600.855   6.1953e+12      443.062
     8034732      273.156      39.3534     0.238401      28.8091      522.413      429.054   2.9135e+12      332.396
    18895322      324.452      51.5443     0.316422      445.784      318.543      689.898    5.559e+12       418.34
   115482684      206.797      65.7409     0.339034     -344.235      173.863       855.75   2.4363e+12      347.357
     5758121      351.835      78.3368     0.244008      138.397      19.8569      677.326   3.4158e+12      346.695
   122628668      281.056      53.6914     0.330858      104.229      533.417      739.659   5.6847e+12      443.443
   116131620      223.803      20.7243     0.319923      -600.75      576.157      314.933   6.6592e+12      448.769
     2430755       211.37      11.4009     0.333845     -774.599      472.255      182.941   7.7692e+12      464.529
   122559940      307.724      42.5487     0.292597      369.391      477.528      554.155   9.5827e+12      485.883
    15744252      190.222      12.4862     0.187842     -518.532      93.5059      116.676   4.7888e+12      470.454
    10860996        320.6      4.43624     0.247464      539.916      443.495      54.2074   5.5925e+12      405.239
   116182323      224.438      32.4089     0.290432     -490.601      481.061      436.198   1.6242e+13      603.545
    16270997      238.154        11.28      0.21786     -321.547      517.678      121.552   4.7553e+12      388.362
     8976537      310.479      40.2589     0.259657      363.209      425.573      473.796   8.1376e+12      478.635
     7880801      286.337       21.234     0.179579      135.531      462.384      187.222   5.8269e+12      422.397
     6751344      313.968      9.58567     0.185293      364.635      378.019      88.6993   9.9125e+12      493.869
     8903079      312.064      18.8578     0.208356      377.653      418.483      192.531   3.7172e+12      363.653
    16438745      227.837      33.0605     0.308967     -484.842      535.394      470.152   2.3643e+13      674.523
     2001692      184.094      2.52648     0.222304     -631.182      45.1799      27.9215   7.3004e+12      440.757
   127910887       346.78      29.2559     0.337696      794.326      186.594      457.063   4.2229e+12      376.332
     5847561      290.915      62.1043     0.181641      87.2847      228.402      461.887   2.1198e+13       639.27
     9181473      302.859      29.7641     0.303182       398.89      617.566      420.434   3.1084e+14      1627.85
    14839488      184.669      37.4068     0.283293     -629.613      51.4188      483.096   9.3767e+12      499.634
     8070062      277.051      47.0174     0.280417      65.9219      533.006      576.284   1.2558e+13      543.368
    15745579      186.486      20.3844     0.099363     -271.417       30.856      101.504   5.5925e+12      398.172
     7768971      290.053      73.1367     0.292279        81.43       223.09      783.463   1.9457e+13      646.956
    10728247      328.085      41.8432      0.33455       586.36      365.193      618.571    8.573e+12      498.901
     4810492      230.478      54.2689     0.240059     -253.106        306.8      552.866   2.8465e+12      356.289
     4641082      244.948      37.9464    0.0914266     -89.6992      191.904      165.183   6.3962e+12      415.345
    17646694       256.02       15.715     0.325459     -210.261      844.542      244.882   5.5925e+12      430.634
   117075472      238.216      31.7557     0.329584     -409.632      661.087      481.369   2.2739e+12      335.853
     7735159      281.315      75.9217     0.181785      24.9602      124.749      507.302   3.0809e+12      326.379
     4017719      241.705      15.6117     0.298451     -381.049      707.838      224.626    9.745e+12      500.294
     8960829      314.568      27.2765     0.275794      483.788      491.135      355.464     2.88e+12      334.242
   127842111      345.874      10.8805     0.330556      873.387      219.801      173.115   5.6847e+12      412.375
    16948957      197.984      81.0472     0.328854     -135.107      43.8573      901.653   5.3246e+12      417.933
     8090719      273.438      4.57711     0.275946      46.3875      772.173      61.9285   4.2195e+12      383.909
   117019711      264.419      22.2173      0.29131     -73.4824      751.972      308.603   6.4968e+12      455.129
    17363334      245.397      21.4267      0.22356     -246.793       538.97      232.628   1.7347e+13      606.069
    10614825      327.456      19.9959     0.261575      584.796      373.181      252.438   5.6595e+12      421.842
    16023146      211.444      57.9556     0.236771     -304.315      186.073      569.845   6.1953e+12      435.386
     2448765      210.116      16.1586      0.33086     -762.614       442.35      255.443    5.693e+12       412.82
     8708310      321.379      4.14943     0.206175      459.549      367.133      42.6724   4.9428e+13      879.823
   116208778      219.905      24.9594     0.298838     -581.187      486.036      352.638   2.5987e+12      333.686
   121762961      307.064       88.946     0.336038      10.3225      13.6665      930.881   4.2229e+13      842.967
   123249978      281.639      9.97897     0.299661       166.47      808.168      145.181   1.9978e+13      633.839
   123336270      278.706      11.4849     0.324444      133.724      873.294      179.502   4.0605e+12      370.797
     5039662      240.898      53.6951     0.293078     -236.347      424.601      661.419   3.9851e+12      360.717
    18230514      280.132      68.3715     0.262544      48.0308      268.785      688.626    4.407e+13      852.191
     5678662      357.515      61.0707     0.099575      141.127      6.12476      255.583   2.7795e+12       326.56
   122578456      300.678      44.0837     0.332633      338.056      569.845      641.714   4.5477e+12      397.112
   127754771      339.245      5.94698     0.300798      781.963      296.332      87.1089   2.5987e+13      750.219
    16931963      180.904      77.0776     0.318573     -198.227      3.12659      864.058   2.6791e+12      326.828
    18780456       340.32      43.9554     0.158238      310.313      110.984      317.759   5.1237e+12      428.724
     3677452      224.462      21.8067     0.270864     -505.395      495.998      283.325   1.0549e+13      519.974
     3278995       187.74      11.4377      0.10407     -296.115      40.2462      60.4609   2.8164e+13      692.104
    18274247      294.215      42.8438     0.205207      176.565      392.596      399.234   3.6502e+12      353.122
    16213594       216.64      46.0713     0.339587     -523.293      389.201      677.016   5.8604e+12      442.824
   122502945      312.312      22.5084     0.318104      550.565      604.802      338.913   4.8726e+12      429.069
     2148947        191.4      20.8875     0.269916     -696.236       140.38      271.039   2.4446e+12      332.663
     8487924      351.945      49.4289     0.288912      521.561      73.8074      615.207   4.5879e+12      394.222
     4471661      250.287      11.4534    0.0231242     -22.8047      63.6466      13.6979   3.2149e+12      320.357
     4486434       191.24      82.8708    0.0964113     -34.4421      6.84485       280.76   2.6231e+14      1467.82
    17382249      252.736      36.2093      0.28101         -189      608.164      466.267   5.2911e+12      420.193
     6679021      323.377      55.3359     0.257472      332.029      246.795      598.264   2.6456e+12      325.955
     7658136      258.907      12.2488     0.339816     -176.862      902.027      199.559   4.8223e+12      407.346
    10335907      344.938      11.7361     0.279762       743.16       199.99      159.882   5.1572e+12      412.064
   127960997      355.745      38.7055     0.329143      710.911      52.8882      571.234   5.1974e+12      412.257
    14706609      207.543    0.0849397     0.330951     -814.057      424.546      1.36108   1.6476e+13      624.798
     4977767      244.019      44.5844     0.243537     -215.388      441.991      484.597   2.5518e+13      701.646
     5813302      299.349      43.8824     0.106577       110.24      196.052      216.313   1.2391e+12      313.496
    18778738      342.042      38.4587     0.175051      375.761       121.79      313.737   1.4668e+13      560.766
   116184714      213.543      32.3146      0.29468     -581.049       385.22      440.966   1.2181e+13      529.213
     8600421       326.23      30.8887     0.143822      297.834      199.156      214.333   6.7311e+12      437.774
   116319857      226.773      49.0141     0.320112     -399.993      425.543      672.175   4.7102e+12      392.051
     2280455      214.274      29.2975     0.290302     -586.271       399.54      398.094   2.5451e+13      702.703
     2397935      209.824      0.42299     0.305095     -739.011      423.651      6.28882   2.9804e+12      338.667
   116983649       241.05      3.10296     0.294853     -398.926      721.156      44.6765   2.5987e+12      333.396
    16385831      226.425      4.25915     0.258633     -502.112      527.726      54.2487    2.746e+12      334.028
   115427953      232.328      72.1655     0.302545     -158.212      204.909      804.651    3.086e+12       349.88
    17323458      268.982      32.2338     0.172825     -7.49133      421.424      265.774   1.1302e+14      1136.51
     7355618      211.179      21.7597     0.337159     -742.058      449.027      346.203   3.3153e+12      365.059
    16929098      266.594      89.6217     0.291706     -0.32056       5.3866       817.16   4.2195e+12      411.672
   122376188      314.811      8.06205     0.320878      622.723      626.855      125.156   7.6337e+12      451.953
    19028166       292.55      4.65354     0.271564      292.224      703.759      62.0272     4.32e+12       385.22
     5323325      269.314      29.5366     0.272076     -7.98047      666.303      377.566   3.4158e+12      358.041
     3658231      225.952      13.4944     0.211683     -408.813      422.631      141.106   3.3488e+12      341.828
     4486838      217.704      68.3526     0.111113     -94.8544      73.3235      302.078   2.3442e+12      311.725
   123363982      286.088      30.1755       0.3397      225.263      781.062      472.653   1.0525e+14      1149.03
    15970036      211.197      12.6305     0.177507     -426.711      258.397      111.785   1.0549e+13      493.271
     7847240      271.927        7.287     0.170498       16.408      487.601       62.386   4.4539e+12      383.375
     6393788      270.011      4.83171     0.295517      0.15698      824.135      69.6639   4.6214e+12      392.329
     6285949      274.352      15.5513     0.271032      55.7891      733.084        204.6   5.5925e+12      411.983
     4906163      241.016      10.0111     0.183444     -251.755      454.471      91.7129   2.5451e+12      322.073
   128619433      325.198      9.72842      0.29741      673.343      468.014      140.587   4.0605e+12       390.16
    17424512      249.674      44.4865     0.336549     -231.045      623.724      653.324   4.2865e+12      383.669
   109254172      180.868      10.6122     0.332857     -907.069       13.739      169.973   5.8471e+12      430.373
    16399132      232.358      10.1258     0.269514     -456.407      591.768      133.466   2.7795e+12      341.448
   121726534      337.953      47.3719     0.319432      557.856      225.919      653.881   4.0605e+12      387.869
   122544904      314.183       47.685     0.296128      388.801       400.05      612.756   2.0465e+13      634.889
   123258995      304.675      4.88225     0.339045       532.08       769.15      79.8877   4.5477e+12      423.958
    17380448      258.602      38.4525     0.267543     -116.685      578.803      468.864   3.4158e+12      355.701
    18837086      338.776      10.0056     0.131634      351.781      136.618      66.5803   9.4437e+12      471.443
     8486568      339.368      63.9251     0.242259      282.576      106.394      617.024   4.4204e+12      383.383
    18121362        305.9      63.0595      0.19217      146.521      202.409      491.671    7.133e+12      456.183
     2168843      195.504      30.8391     0.328115     -753.638      209.063      466.948   1.4333e+13      581.528
    15272589      222.021      27.1347     0.329287     -604.189      544.424      416.803   5.0567e+12      410.383
    10386828      338.699      34.1722     0.254705      555.035      216.408      404.436   3.6502e+12      350.642
     5037263      248.114      54.5843     0.307265     -185.221      461.085      698.795   7.1665e+12      455.257
      270966      190.058      6.96633     0.329109     -892.745      158.346      110.785   2.3107e+12      327.539
     6281717      287.712       13.756     0.282114      234.099      732.983      188.371   9.1088e+12       503.02
     8808927      325.798      42.8394     0.305646      517.474      351.695      580.181   2.9804e+12      346.358
     4674439      236.904      44.7241     0.148167     -166.702      255.756      302.362   3.1479e+12      339.748
   121742193       330.95      47.7116     0.331752      541.245      300.631      680.696   2.9235e+12      330.305
    18234685       305.94       58.211      0.28796      249.651      344.377      686.311   5.9609e+12      420.131
     8805053      311.433      53.5024     0.244366      272.589      308.836      556.736   2.4011e+13      687.259
    14819736      180.544      24.8457     0.289816     -737.047      6.99561      341.293   1.4065e+13      558.287
    15819670      192.051      52.4598      0.19623     -335.266      71.5745      446.125   5.1907e+12      419.017
     4946021       253.38      25.0443     0.163993     -122.779      411.329      200.573     2.88e+12      331.154
     9017637      304.702      48.5113     0.269264      286.067        413.1      568.177   2.7795e+12      328.025
     9112731      295.818      14.8397     0.239024      285.553      590.228      173.723   2.9135e+12      325.661
     5695499      329.261      57.2407     0.149109      201.065      119.567      363.557   2.5786e+12      322.199
    17040298      230.093      71.2195     0.215514     -127.037      151.897      582.324   4.8089e+13      837.909
    14972869      199.485      7.53922       0.2806     -736.655      260.653      103.419   3.3488e+12      346.567
     8824215      314.276      55.1453     0.317465      352.558      361.583      725.142   3.4828e+12      361.624
     9146394      312.032      23.2094     0.279093      482.612        535.4       309.08   1.4634e+13      567.706
     6038442      290.583      67.3389     0.329687      123.921      329.989      844.263   2.4781e+12      327.577
     5187458      266.728      33.6692     0.242884     -32.7079      572.161      381.763   3.4828e+12       349.64
     9146843      295.375       23.575     0.263144      291.579      614.765      296.909   9.6781e+12      515.314
   116072134      226.023        7.802     0.295777     -569.444      590.147      112.367   6.0095e+12      427.026
     8734341      326.397      15.7556     0.200997      461.432      306.615      156.307   2.4111e+12      323.625
     6131714      277.716      48.3539     0.224272      56.9835      420.602       477.29   9.7116e+12       529.69
     6395371      280.903      6.46968     0.302161      158.682      823.755      95.1309   1.7615e+13       608.86
    10353723      346.124      17.4911     0.265744      693.728      171.374      225.185   4.8893e+12      401.659
     8448566      348.428      59.3213     0.210279      300.354      61.5008      516.788   4.1525e+12      367.422
   117152202      269.299       37.095     0.297146     -8.11426      663.023      501.387    5.035e+12      398.102
   122693470      276.363      60.5467      0.33819      51.0315      457.651      815.458   4.5477e+12      380.798
   116305102      238.754      53.9675     0.309483     -263.376      434.101      698.027   1.8353e+13       636.72
   123250729       294.01      5.62056     0.316654      356.989      801.441       86.343     2.55e+13       709.41
   122520531      322.442      29.6077     0.323299      619.337      476.237       443.96   2.4363e+12      329.734
    14989553      193.831      20.5501       0.2243       -580.8      142.987      224.232    1.882e+13      616.871
   115343779      188.301      43.5617     0.305768     -612.061      89.2964      588.241   1.2019e+13      539.184
     6678911      336.369       51.829     0.290453      460.833      201.626      639.879   5.9274e+12      430.192
     5811280      283.917      48.5535     0.108812      50.6952      204.593      238.692   7.7692e+12      445.964
     3887196      245.797      43.2202     0.318775     -265.003      589.583       607.44   3.4828e+12      348.389
   122624467      274.889      59.9449      0.29742      35.5149      415.181       720.14   6.6592e+12        443.5
     8716419      321.842      4.15666     0.151152      343.522      269.915        31.75   2.9804e+12      315.678
    17404822      254.502      42.5518     0.327384     -178.929      645.302      614.736   4.5544e+12      387.339
     6323727      271.014      38.4253     0.328386      12.6335      714.038      566.542   4.4539e+12      387.418
     5016355      246.776      47.9897     0.273198       -202.9      472.857       571.26   1.1788e+13      532.483
     8655719      330.911      49.8751     0.212364      341.584      190.038      463.786   1.1587e+13      517.076
    17266080      254.205      65.6404     0.295431     -92.8289      328.168      753.241    2.227e+13      702.466
     6040342      287.676       67.885     0.313151      99.7474      312.995      808.402   3.8846e+12      364.234
    11222390      310.059      18.3439     0.320437      544.458      647.507      280.505   2.2102e+12       335.22
    10858332      323.481      2.88009     0.307116      687.921      509.389      43.0641   4.0856e+12      372.297
    15800707      181.014      46.1473     0.157759     -316.195      5.59656       329.17   5.2911e+12      399.235
     8729479      310.206      16.8329     0.153241      274.256      324.466      128.535   2.4647e+13      667.719
   127785450      337.785      6.14466     0.302294      777.432      317.507      90.4075   6.3343e+12      417.197
   123433564      281.082      35.6568     0.334049      144.621      738.356      539.784    3.492e+13      767.465
   109315327      191.501      27.1178     0.329726     -798.056      162.386      417.073   3.2484e+12      375.726
    10353636      341.834      17.9068     0.230552      592.752      194.494      201.578   5.3916e+12      410.166
   116331947      233.445      57.4222       0.3067     -274.515      370.237      721.314   3.2484e+12      339.733
    17233993      250.501      55.8119     0.174618     -94.3899       266.56      416.282   2.2437e+12      315.533
     8414830      342.452      15.8642     0.125237      334.873      105.892      99.8096   3.3823e+12      341.203
    10876076      323.997      10.8321     0.260363      584.029      424.363      138.134   3.1479e+13      759.049
     2397976      214.721     0.571921     0.291951      -672.16      465.783      8.16321   2.4111e+12      326.165
    19251880      335.695      27.3071     0.251663      576.557      260.389      326.624   3.7172e+13      851.187
   128639486      319.727      2.11025     0.332197      702.438      595.138      33.9238   7.4713e+12      462.067
   116272712      237.626      43.8256     0.298959      -322.94      509.385      578.897   3.4108e+12      354.604
    16047329      210.177      52.7149     0.294013     -431.081      250.663      654.939    4.119e+12      376.701
    16479689      243.434      12.7331     0.304062     -370.446       740.85       187.17   3.5497e+12      358.616
     3737074       225.36      38.8184     0.280679     -431.634      437.094      494.231   3.4493e+12      346.574
   122423322       310.72      19.6982     0.291423      501.447      582.578      275.195   2.7124e+13      716.539
    18103856      308.426      51.5179     0.176706      196.855      248.139      398.454   3.9516e+12       361.41
     5623872       298.95      21.8291     0.048862      65.1268      117.734      53.8943   7.8027e+12      432.741
    18363264      270.888      15.9987     0.219492      9.32068      601.513      172.487   1.6141e+13      590.243
    18759156      347.931      3.52565     0.114293      326.056      69.7185      20.5431   2.8465e+12      312.051
    18275331      295.923       35.091     0.220095       224.44       461.75      360.708   2.6791e+12      320.624
   122558290      328.928      36.8697     0.319375       608.86      366.882      533.136   1.0395e+13      525.278
     6698464      328.361      62.7499     0.263549      289.806      178.564      660.925   4.7218e+12      397.548
    10368387      343.418      27.1177     0.290007      693.329      206.457      370.473   2.4111e+12      326.025
     2279192      208.357      30.5334       0.3238     -682.091       368.14      457.175    4.119e+12       393.86
     4907678      253.061      10.9741     0.180693      -148.73      488.347        98.99   3.1479e+12      348.851
   122564028      324.736      37.4079     0.330705      595.056       420.76      557.358   2.5987e+12       361.87
     3430466      205.354      56.8669      0.26896     -374.254      177.338      634.493   3.5832e+12      345.646
    11448281      306.412     0.913004     0.339863      558.332       756.98      14.9899   3.0809e+12      341.113
     4015908        239.4      15.4943     0.297027      -407.63      689.275      221.993   6.8986e+12      454.252
     7734517      359.212      65.8982     0.192517      225.586      3.10242      504.309   4.2865e+12      366.556
     7979029      281.977      13.1825     0.195211      113.116      533.226      127.675   3.2483e+12      339.301
   127835158      355.413      17.4408     0.335415      883.886      70.9189      278.577   1.2994e+13      550.994
     6719388      327.201      68.5723     0.316252      270.405       174.26      819.693   3.4828e+12      357.537
   121794841      317.924      63.7097     0.336776      306.702      276.896       836.41   5.8471e+12      416.581
     8433795      347.379      50.4898     0.176431      315.544      70.6547      392.121   2.8465e+12      318.017
     6565113      337.246      23.2449     0.106102      263.262      110.414      122.621   9.6781e+12      500.198
    16062509      211.593      64.7067      0.29526     -300.754      184.973      747.181   4.7218e+12      402.784
    16912689      194.416      77.2384     0.231409     -140.752      36.1799      641.653    2.813e+12      325.044
     6716446      316.668      65.7531     0.323263      268.398      253.213      819.246   1.0951e+13      524.076
     8881772      308.396      8.28923     0.189025      333.674      421.049      78.2709   3.0139e+12      328.135
     8205726      275.233      14.7122     0.332889      81.4346      889.056      234.419   3.6837e+12      369.583
     8600218      335.154       28.242     0.142396      330.558      153.059      195.666   7.3004e+12      450.764
     5886842      281.947      72.2039     0.233993      42.0624      198.793      633.021   1.0549e+13      509.819
     5057715      269.277        57.83     0.327844     -6.11487      484.581      770.458   3.2483e+12      363.389
     7487239      230.833      21.4496     0.317247     -519.129       637.26      322.938   6.3962e+12      445.413
    16177547      214.725      40.2816     0.285447     -502.155      348.035      517.806   4.2865e+12      402.692
   127852684      351.021      16.6575     0.335565      879.901      139.031      266.537   4.2229e+12      397.348
    15121802       204.51      23.5415     0.279675     -655.489      298.856      313.861   6.5302e+12      481.944
     4488560      192.306      58.6283     0.133563     -197.677      43.1216      331.831   2.9871e+13      719.919
     8033937      280.441      36.4459     0.245389      101.362      550.039      413.045   5.6595e+12      407.272
     4639663      227.389       28.246     0.103741     -181.276      197.061      143.847    2.813e+12      334.973
     3335783      196.226       61.001     0.325752       -421.2      122.579       791.42   4.8558e+12      413.152
    18516870      273.446      35.5089     0.330889      44.9125      745.887      533.174   1.8084e+13      640.099
      249511      189.575      2.31004      0.32687     -894.344      150.861      36.5872   2.0294e+13       656.29
    13278131      334.849      6.19211     0.337409      840.977      394.862      100.799   4.3869e+12      380.149
    16043566      205.427      56.7891     0.287015      -398.19      189.307      673.487   6.7981e+12      462.317
     7504168      235.652      35.3068     0.301597     -388.064      567.868      487.112   3.4493e+12       352.35
    16423591      231.145      13.6837     0.291112     -497.169      617.133      192.948   3.5832e+12        354.6
     9377315      293.521      13.5806     0.278901      304.053      698.562      184.041   2.8465e+12      324.019
     9088491      298.392      10.9369     0.244966       324.08      599.569      131.701   2.7125e+12      322.629
   121669171      353.698      45.3424     0.303668       592.55      65.4407       603.32   4.7102e+12      390.689
   117079924       258.47      22.7516     0.318785     -163.503      801.525      343.055   8.6082e+12      477.876
   121743385      341.235      50.6968     0.299849      502.775      170.812      648.678   3.2484e+12      333.759
     9393026      293.708      20.2468     0.296849      313.296      713.451      287.415   6.2958e+12      430.109
     4544998      226.611       76.038     0.212413     -100.553      106.373      588.749   6.0948e+12      428.155
    17646200      254.918      14.3395      0.31316     -219.982      816.314       216.12   3.1814e+12      357.305
     2415901      207.955      9.01566     0.314519     -764.323      405.628      137.291    4.186e+12      379.264
     5284747      263.556       11.962      0.25991     -80.5651      713.353      152.094   3.7172e+12      372.894
     2150290      198.238      18.9157     0.299543     -752.475      247.958        271.5    9.745e+12      504.461
    16853338      206.119      34.5062    0.0464064     -101.909      49.9663      78.0237   6.5637e+12      421.662
    15105815      202.513       17.267     0.299681     -739.125      306.359      248.698   3.1479e+12      346.977
   122514444      314.386      26.9848     0.308249      536.061      547.671      390.223   3.5732e+12      369.541
    18008984      272.886      81.2178     0.272351      5.89294      116.897      757.619    2.947e+12      337.319
    10580185      333.412       7.5506     0.294254       730.29      365.513      108.248   3.4158e+12      349.717
     2397788      216.987      3.40249     0.253272     -571.107      430.157      42.5089   3.2149e+12       334.71
